ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
6.61,5.37,1.72,0.83,,16,9,5.91,4.48,7,36.4,101.9,41.6,571578,38.5,31.3,42.1,57.1,81.6,Low,R,Patrick Corbin,TOR,osi_tier
3.86,3.6,0.64,0.83,,14.5,6.5,3.6,4.67,6,59.1,108.8,57.8,571578,59.1,59.1,59.9,61.3,76.8,Mid,R,Patrick Corbin,TOR,osi_tier
3.52,2.84,0,0.83,,12.3,6.2,3.6,5.11,3,51.9,111.9,38.7,571578,78,48.7,56.7,50.5,75.3,High,R,Patrick Corbin,TOR,abq_tier
5.4,4.6,1.44,0.83,,17.7,7.5,4.75,4.55,11,47.4,104.3,53.4,571578,39,45.4,50.4,64.4,80.9,Low,R,Patrick Corbin,TOR,abq_tier
7.36,6.92,2.45,0.83,,20,15,5.4,3.67,1,75.9,106.2,58.7,571578,62.7,75.3,65.4,55.9,101,Mid,R,Patrick Corbin,TOR,abq_tier
4.18,4.35,1.61,0.83,,19,4.8,3.6,4.67,6,59.8,109.7,64.6,571578,39.5,57.8,59.9,76.8,80.5,High,R,Patrick Corbin,TOR,rcv_tier
6.08,4.15,0.68,0.83,,13.9,9.8,5.4,4.44,6,35,102.3,34,571578,52.1,31.1,42.4,48.4,78.2,Low,R,Patrick Corbin,TOR,rcv_tier
5.02,4.63,1.26,0.83,,17.5,9.5,4.8,4.78,3,61.7,105.7,56.7,571578,58.5,62.4,58.7,54.7,88.3,Mid,R,Patrick Corbin,TOR,rcv_tier
3.54,3.42,0.96,0.83,,22.1,6.6,3,4.67,6,67.9,108.4,68.9,571578,48.3,70.8,64.7,69.3,83.2,High,R,Patrick Corbin,TOR,obr_tier
6.15,4.95,1.32,0.83,,13.2,8.5,5.6,4.56,9,38.4,104.3,38.7,571578,48.4,32.8,44.7,55.5,79.8,Low,R,Patrick Corbin,TOR,obr_tier
5.09,4.33,1.17,0.83,,16.7,7.7,4.56,4.6,15,50.2,105.9,50.8,571578,48.4,48,52.7,61,81.1,R,R,Patrick Corbin,TOR,hand
3.92,4.59,1.15,0.83,,15.6,9,3.82,4.88,8,53.7,106.3,52.5,571578,50.3,51.6,54.2,60.1,78.6,away,R,Patrick Corbin,TOR,location
6.6,4,1.2,0.83,,18.1,6.2,5.4,4.29,7,46.2,105.6,48.9,571578,46.1,44,50.9,62.2,84,home,R,Patrick Corbin,TOR,location
4.94,6.1,2.28,0.82,,17.5,9.3,5.04,4.73,5,41.3,98.9,40,571927,44.1,34.9,44.9,56.9,82.2,Low,R,Steven Matz,TBR,osi_tier
6.04,4.13,1.21,0.82,,20.4,8.2,5.76,4.47,5,64.5,105.4,65.5,571927,44.2,65.7,62.4,71.6,74.4,Mid,R,Steven Matz,TBR,osi_tier
5.27,5.1,1.76,0.82,,20.1,9.2,5.2,4.56,9,52.1,102.2,53.1,571927,43.4,49.8,53.6,65.2,78,Low,R,Steven Matz,TBR,abq_tier
7.2,5.5,1.8,0.82,,9.5,4.8,7.2,5,1,60.1,102,49.5,571927,50.8,54.8,54,55.6,81,Mid,R,Steven Matz,TBR,abq_tier
3.99,3.27,0.61,0.82,,22.3,9.1,4.2,4.89,6,58.2,106.8,60.5,571927,42.8,55.7,59.4,75.3,79.5,High,R,Steven Matz,TBR,rcv_tier
5.4,8.6,3.6,0.82,,14.3,11.9,6.3,5,2,37.2,89.6,38.2,571927,45.4,39.9,40.3,37.2,86,Low,R,Steven Matz,TBR,rcv_tier
12.15,8.2,4.05,0.82,,12.5,3.1,8.1,3.33,2,52.9,100.8,44.2,571927,46.9,44.3,49.8,58.2,67,Mid,R,Steven Matz,TBR,rcv_tier
6.75,3.35,0.75,0.82,,25.5,10.9,6.6,4,3,63.7,106.5,72.4,571927,43,70.8,64.9,73.8,72.3,High,R,Steven Matz,TBR,obr_tier
3.92,4.45,1.31,0.82,,16.2,6.2,4.05,5.17,4,40,102.8,39.7,571927,44.5,29.8,45.2,63.5,83.5,Low,R,Steven Matz,TBR,obr_tier
6.75,7.83,3.38,0.82,,16.7,10,6,4.44,3,59.3,97,50.5,571927,44.8,57.1,53.5,55.7,77.3,Mid,R,Steven Matz,TBR,obr_tier
5.48,5.14,1.76,0.82,,19,8.7,5.4,4.6,10,52.9,102.2,52.8,571927,44.1,50.3,53.6,64.3,78.3,R,R,Steven Matz,TBR,hand
5.13,4.51,1.37,0.82,,16.7,6.5,5.76,5.27,5,53.2,104.5,51.8,571927,44.4,48.1,53.1,65.1,81.8,away,R,Steven Matz,TBR,location
5.95,6,2.29,0.82,,21.8,11.5,5.04,3.93,5,52.7,99.8,53.7,571927,43.9,52.5,54.1,63.4,74.8,home,R,Steven Matz,TBR,location
14.46,9.64,4.82,0.79,,16,8,15.3,4.67,2,87.9,113.4,60.4,571945,69,88.8,77.2,70,92,High,R,Miles Mikolas,WSN,osi_tier
6.75,5.81,2.25,0.79,,13.6,4.9,6.84,4.8,5,38,94.5,38.6,571945,41.1,38.5,41.3,44.7,80.2,Low,R,Miles Mikolas,WSN,osi_tier
6,4.1,0,0.79,,17.6,17.6,5.4,3,1,60.1,102,49.5,571945,53.5,57.7,56.8,58.5,55,Mid,R,Miles Mikolas,WSN,osi_tier
22.85,13.95,8.31,0.79,,16,4,19.8,4.33,1,100,120.6,62,571945,75.3,102.2,89.1,84,87,High,R,Miles Mikolas,WSN,abq_tier
6.75,5.81,2.25,0.79,,13.6,4.9,6.84,4.8,5,38,94.5,38.6,571945,41.1,38.5,41.3,44.7,80.2,Low,R,Miles Mikolas,WSN,abq_tier
6.75,5.22,1.12,0.79,,16.7,14.3,8.1,4,2,68,104.1,54.1,571945,58.1,66.5,61.1,57.2,76,Mid,R,Miles Mikolas,WSN,abq_tier
12.1,8.69,4.66,0.79,,15.9,2.3,11.7,4.83,2,72.8,116.4,53.9,571945,58,68.6,70.5,81.7,80.5,High,R,Miles Mikolas,WSN,rcv_tier
6.28,5.33,1.88,0.79,,12.9,4.8,6.6,4.78,3,36.4,85.4,34.5,571945,41.5,40.3,36.4,28.6,82.3,Low,R,Miles Mikolas,WSN,rcv_tier
8.76,6.59,2.19,0.79,,15.6,12.5,9,4.11,3,57.1,104,50.5,571945,52.2,56.6,55.8,57.6,77.3,Mid,R,Miles Mikolas,WSN,rcv_tier
14.46,9.64,4.82,0.79,,16,8,15.3,4.67,2,87.9,113.4,60.4,571945,69,88.8,77.2,70,92,High,R,Miles Mikolas,WSN,obr_tier
7.4,6.15,2.61,0.79,,13.8,3.4,7.65,5.17,4,35.9,97.2,37.9,571945,41.4,35.1,41.4,48.7,82.5,Low,R,Miles Mikolas,WSN,obr_tier
4.26,3.89,0,0.79,,15.2,15.2,4.5,3.17,2,53.4,92.7,45.4,571945,46.7,54.8,48.8,43.7,63,Mid,R,Miles Mikolas,WSN,obr_tier
8.67,6.65,2.72,0.79,,14.7,7.1,8.78,4.54,8,53.3,100.1,45.4,571945,49.6,53.5,52.2,52.7,80,R,R,Miles Mikolas,WSN,hand
6.52,5.48,1.86,0.79,,13.8,6.9,7.65,4.83,4,46.2,90.6,40.6,571945,46.8,49.1,43.7,35.4,86,away,R,Miles Mikolas,WSN,location
11.12,7.98,3.71,0.79,,15.7,7.2,9.9,4.25,4,60.3,109.6,50.2,571945,52.4,57.9,60.8,70.1,74,home,R,Miles Mikolas,WSN,location
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,Mid,R,Burch Smith,DET,osi_tier
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,Mid,R,Burch Smith,DET,abq_tier
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,Mid,R,Burch Smith,DET,rcv_tier
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,Low,R,Burch Smith,DET,obr_tier
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,R,R,Burch Smith,DET,hand
54,42.1,27,0.81,,0,0,9,0.33,1,50.1,93.6,64.3,572143,61.8,45.9,52.4,53.2,11,away,R,Burch Smith,DET,location
8.44,3.48,0,0.8,,19.2,15.4,9,5.33,1,75.9,106.2,58.7,579328,62.7,75.3,65.4,55.9,91,High,R,Yusei Kikuchi,LAA,osi_tier
3.52,2.06,0.59,0.8,,28.8,4.5,3.6,5.11,3,39.4,98.2,54.7,579328,43,41.6,47.9,58.6,89.7,Low,R,Yusei Kikuchi,LAA,osi_tier
7.84,5.91,1.74,0.8,,18,14,7.8,3.44,3,63.4,101.4,68.8,579328,47.2,59,59.5,68.9,69,Mid,R,Yusei Kikuchi,LAA,osi_tier
4.35,3.92,1.31,0.8,,24.5,8.5,5.04,4.13,5,51.7,101,61.2,579328,41.7,51.2,54,65.9,77.2,Low,R,Yusei Kikuchi,LAA,abq_tier
8.71,2.91,0,0.8,,20.8,12.5,9,5.17,2,63,99.9,61.5,579328,62.2,60.6,58.9,54.6,90.5,Mid,R,Yusei Kikuchi,LAA,abq_tier
6.75,9.29,3.37,0.8,,14.3,17.9,7.2,2.67,2,70.1,105.2,71,579328,39.9,65.5,63,76.8,58.5,High,R,Yusei Kikuchi,LAA,rcv_tier
5.61,2.4,0.35,0.8,,25.4,7.9,5.76,5.13,5,48.9,98.9,57.4,579328,50.7,49.2,52.3,57,90,Mid,R,Yusei Kikuchi,LAA,rcv_tier
9.35,7.02,2.08,0.8,,17.8,17.8,10.8,4.33,2,72.4,105.6,70,579328,50.6,72.6,64.2,64.2,86.5,High,R,Yusei Kikuchi,LAA,obr_tier
4.87,2.12,0.44,0.8,,27.3,5.7,4.95,5.08,4,42.1,97.1,57.1,579328,47.7,42.7,49,57.2,89.8,Low,R,Yusei Kikuchi,LAA,obr_tier
0,3.6,0,0.8,,11.1,11.1,1.8,2,1,71.3,105.4,60.7,579328,41.3,61.1,63.1,81,35,Mid,R,Yusei Kikuchi,LAA,obr_tier
5.81,3.58,0.87,0.8,,23.2,9.9,6.17,4.43,7,54.9,100.7,61.3,579328,47.6,53.9,55.4,62.6,81,R,R,Yusei Kikuchi,LAA,hand
7.2,5.15,1.35,0.8,,17.3,12.2,7.2,4,5,60.3,102.8,61.7,579328,48.5,57.4,57.4,63.6,76.8,away,R,Yusei Kikuchi,LAA,location
3.27,0.74,0,0.8,,36.4,4.5,3.6,5.5,2,41.5,95.5,60.4,579328,45.3,45,50.4,60.2,91.5,home,R,Yusei Kikuchi,LAA,location
6.43,3.24,0.64,0.71,,23.5,10.3,6.6,4.67,3,81.4,114.4,62,592332,58,82.1,74.1,76.4,82,High,R,Kevin Gausman,TOR,osi_tier
3.19,3.64,1.37,0.71,,25.1,4.7,2.88,5.93,10,37.2,98.2,38.1,592332,44.6,35,42.6,50,92.6,Low,R,Kevin Gausman,TOR,osi_tier
5.2,4.29,1.63,0.71,,21.6,5.2,6.12,5.53,5,57.2,109.6,53.1,592332,63.4,57.2,59.5,59.4,98.2,Mid,R,Kevin Gausman,TOR,osi_tier
5.57,3.48,0.86,0.71,,18.8,6.2,6.75,5.25,4,63.9,114,44.5,592332,76.8,61.3,64.1,58.2,94.2,High,R,Kevin Gausman,TOR,abq_tier
3.12,3.72,1.5,0.71,,26.7,4.6,3.15,6,12,45.2,102.5,47.3,592332,42.4,45.3,49.5,59.3,94.3,Low,R,Kevin Gausman,TOR,abq_tier
10.12,4.85,1.12,0.71,,16.7,11.9,7.2,4,2,51.8,93.6,43.7,592332,60.2,46.2,48,41.2,77,Mid,R,Kevin Gausman,TOR,abq_tier
3.28,3.74,1.51,0.71,,27.7,5.1,3.6,5.94,6,64.9,110.6,59.2,592332,45.9,63.7,63.9,77.2,92.2,High,R,Kevin Gausman,TOR,rcv_tier
4.14,3.68,1.31,0.71,,20.9,3.5,4.63,5.9,7,34,98.4,31.4,592332,56.8,34.5,42.1,40.4,93.9,Low,R,Kevin Gausman,TOR,rcv_tier
5.62,3.93,1.12,0.71,,23.6,10,5.04,4.8,5,55,104.2,51.6,592332,52.8,51.7,53.5,56.2,90.6,Mid,R,Kevin Gausman,TOR,rcv_tier
5.23,4.23,1.45,0.71,,24.3,8.8,5.7,5.17,6,73.1,111,65.7,592332,54.2,75.9,68.8,71,90.2,High,R,Kevin Gausman,TOR,obr_tier
3.73,3.56,1.29,0.71,,23.7,4.2,3.75,5.83,12,38.6,100.6,36.5,592332,50.9,35.5,44.4,50,93.5,Low,R,Kevin Gausman,TOR,obr_tier
4.19,3.76,1.34,0.71,,23.9,5.7,4.4,5.61,18,50.1,104.1,46.3,592332,52,49,52.6,57,92.4,R,R,Kevin Gausman,TOR,hand
5.4,4.3,1.23,0.71,,18.8,8.1,4.63,5.24,7,50,103.2,44.6,592332,56.3,43.9,50.3,53.3,90.6,away,R,Kevin Gausman,TOR,location
3.5,3.46,1.4,0.71,,27,4.2,4.25,5.85,11,50.2,104.7,47.3,592332,49.3,52.2,54,59.4,93.5,home,R,Kevin Gausman,TOR,location
2.3,6.04,1.72,0.68,,19.4,16.4,3,5.22,3,81.4,114.4,62,592662,57.7,81.7,73.7,76.2,95,High,R,Robbie Ray,SFG,osi_tier
3.1,4.38,1.03,0.68,,19.9,11.6,5.2,5.81,9,31.8,94.9,37.1,592662,42.7,36.5,40,41.9,95.7,Low,R,Robbie Ray,SFG,osi_tier
5.6,5.22,1.98,0.68,,19.3,7,3.96,5.47,5,66,105.7,61.2,592662,52.4,57.1,61.3,72.6,93.8,Mid,R,Robbie Ray,SFG,osi_tier
4.91,7.1,3.27,0.68,,15.6,4.4,5.4,5.5,2,72.8,116.6,45.3,592662,76.8,67.5,68.8,64.6,98.5,High,R,Robbie Ray,SFG,abq_tier
2.88,4.3,1.08,0.68,,21.6,11.5,3.32,5.77,13,47,100.4,49.8,592662,42,48.6,50.3,58.2,95.2,Low,R,Robbie Ray,SFG,abq_tier
8.68,7.06,1.93,0.68,,10.6,14.9,10.8,4.67,2,51.8,93.6,43.7,592662,60.2,46.2,48,41.2,90.5,Mid,R,Robbie Ray,SFG,abq_tier
4.08,5.14,1.59,0.68,,19.2,10.8,3.86,5.67,7,71.1,107.8,62.5,592662,47.6,65.1,65.7,79.4,93.9,High,R,Robbie Ray,SFG,rcv_tier
4.78,5.3,1.91,0.68,,22.8,10.8,6.69,5.38,7,28.2,94.3,32.6,592662,47.1,35,37.7,34.1,95.6,Low,R,Robbie Ray,SFG,rcv_tier
0.5,3.49,0,0.68,,13.9,12.5,0.6,6,3,54.9,103.8,53.3,592662,52.3,52.9,54.6,58.3,96.3,Mid,R,Robbie Ray,SFG,rcv_tier
2.57,5.53,1.71,0.68,,19.3,12.5,2.25,5.25,4,78.3,112.1,66.8,592662,53.2,79.3,71.5,75.9,93.5,High,R,Robbie Ray,SFG,obr_tier
3.19,4.16,1.01,0.68,,19.2,9.6,5.2,5.96,9,31.7,98.2,35.7,592662,47.4,35,41.3,44.2,96.6,Low,R,Robbie Ray,SFG,obr_tier
6.1,6.15,2.18,0.68,,21.1,13.3,4.95,5.17,4,65.5,98.5,59.4,592662,45.1,56.8,57.4,66.9,93,Mid,R,Robbie Ray,SFG,obr_tier
3.68,4.89,1.42,0.68,,19.6,11.1,4.45,5.61,17,50.6,101.5,48.6,592662,48.2,50.5,52.2,57,95,R,R,Robbie Ray,SFG,hand
5.23,5.93,2.18,0.68,,19.4,10.6,6.98,5.17,8,47.2,100.6,42,592662,54.6,49.8,49.1,44.4,93.6,away,R,Robbie Ray,SFG,location
2.5,4.1,0.83,0.68,,19.8,11.5,2.2,6,9,53.7,102.3,54.4,592662,42.5,51.2,55,68.2,96.2,home,R,Robbie Ray,SFG,location
7.88,7.04,3.38,0.82,,26.5,10.3,8.4,5.33,3,78.9,117.9,64.1,592791,48.3,78.2,73.2,85.2,87.3,High,R,Jameson Taillon,CHC,osi_tier
3.1,4.72,1.55,0.82,,20.6,8.8,2.92,5.08,8,39.6,95.8,40.5,592791,37.9,36,41.4,50.1,86.8,Low,R,Jameson Taillon,CHC,osi_tier
9,10.55,5.73,0.82,,12.2,2,9.9,5.5,2,58.5,109,44.7,592791,61.6,49.5,58,65.2,86.5,Mid,R,Jameson Taillon,CHC,osi_tier
5.73,6.01,2.45,0.82,,17.4,6.5,7.2,5.5,2,72.8,116.6,45.3,592791,76.8,67.5,68.8,64.6,84,High,R,Jameson Taillon,CHC,abq_tier
5.08,6.26,2.7,0.82,,21.2,8.3,4.91,5.15,11,47.7,100.5,46.9,592791,38,44.2,48.1,59.8,87.4,Low,R,Jameson Taillon,CHC,abq_tier
7.94,7.79,3.81,0.82,,22.4,8.8,7.2,4.72,6,65.7,110.8,54.1,592791,44.7,59.4,62.2,77.8,81,High,R,Jameson Taillon,CHC,rcv_tier
2.28,5.09,1.63,0.82,,17.5,8.8,2.52,5.53,5,40.5,95.9,33.9,592791,45.3,38,41.4,42.3,91.6,Low,R,Jameson Taillon,CHC,rcv_tier
5.4,5.07,2.31,0.82,,22.9,4.2,6.3,5.83,2,36.8,97.1,55.8,592791,38.2,37.4,43.4,54,92.5,Mid,R,Jameson Taillon,CHC,rcv_tier
7.88,7.04,3.38,0.82,,26.5,10.3,8.4,5.33,3,78.9,117.9,64.1,592791,48.3,78.2,73.2,85.2,87.3,High,R,Jameson Taillon,CHC,obr_tier
3.29,4.69,1.54,0.82,,19.8,8.1,3.6,5.12,8,39.4,99.5,39,592791,43.4,34.5,43.1,52.8,84.6,Low,R,Jameson Taillon,CHC,obr_tier
8.44,10.88,5.91,0.82,,14.9,4.3,7.2,5.33,2,58.9,94.4,51,592791,39.6,55.3,51,54.2,95,Mid,R,Jameson Taillon,CHC,obr_tier
5.19,6.22,2.66,0.82,,20.6,8,5.26,5.21,13,51.5,103,46.6,592791,44,47.8,51.3,60.5,86.8,R,R,Jameson Taillon,CHC,hand
6.21,7.15,3.24,0.82,,17.4,6.5,6.9,5.56,6,61.1,107.6,54.1,592791,52.3,58.2,59.8,67,86.3,away,R,Jameson Taillon,CHC,location
4.19,5.31,2.1,0.82,,23.5,9.4,3.86,4.9,7,43.4,99,40.2,592791,36.8,38.8,44,55,87.3,home,R,Jameson Taillon,CHC,location
8.36,8.17,3.86,1.07,,21.5,10.8,7.8,4.67,3,25.7,93.6,35.3,592836,44.3,29.1,34,32.3,87,Low,R,Taijuan Walker,PHI,osi_tier
11.57,4.17,0,1.07,,6.9,10.3,12.6,4.67,1,72.1,102.6,67.8,592836,45,51.7,56.9,71.4,99,Mid,R,Taijuan Walker,PHI,osi_tier
11.2,8.15,3.29,1.07,,13.3,10.7,10.8,4.56,3,40.5,100.8,48.3,592836,41.3,41,43.4,47.8,91.7,Low,R,Taijuan Walker,PHI,abq_tier
3.6,4.5,1.8,1.07,,31.6,10.5,3.6,5,1,27.7,80.9,28.7,592836,53.9,16,28.6,24.9,85,Mid,R,Taijuan Walker,PHI,abq_tier
11.57,4.17,0,1.07,,6.9,10.3,12.6,4.67,1,72.1,102.6,67.8,592836,45,51.7,56.9,71.4,99,High,R,Taijuan Walker,PHI,rcv_tier
5.4,7.5,3.6,1.07,,23.8,9.5,5.4,5,2,16.2,90.2,26.7,592836,45.8,23.9,28.6,21.9,86,Low,R,Taijuan Walker,PHI,rcv_tier
15.75,9.85,4.5,1.07,,17.4,13,12.6,4,1,44.7,100.5,52.5,592836,41.4,39.4,44.7,53,89,Mid,R,Taijuan Walker,PHI,rcv_tier
8.36,8.17,3.86,1.07,,21.5,10.8,7.8,4.67,3,25.7,93.6,35.3,592836,44.3,29.1,34,32.3,87,Low,R,Taijuan Walker,PHI,obr_tier
11.57,4.17,0,1.07,,6.9,10.3,12.6,4.67,1,72.1,102.6,67.8,592836,45,51.7,56.9,71.4,99,Mid,R,Taijuan Walker,PHI,obr_tier
9.16,7.17,2.89,1.07,,17,10.6,9,4.67,4,37.3,95.9,43.4,592836,44.5,34.7,39.7,42,90,R,R,Taijuan Walker,PHI,hand
7.2,10.5,5.4,1.07,,17.4,8.7,7.2,5,1,4.7,99.4,24.7,592836,37.6,31.8,28.7,18.9,87,away,R,Taijuan Walker,PHI,location
9.88,5.95,1.98,1.07,,16.9,11.3,9.6,4.56,3,48.2,94.7,49.7,592836,46.8,35.7,43.4,49.8,91,home,R,Taijuan Walker,PHI,location
0.5,2.43,0,0.64,,21.4,8.6,0.6,6,3,89.4,119.2,63.1,593958,61.3,89.9,81,85,92.7,High,R,Eduardo Rodriguez,ARI,osi_tier
1.6,3.69,0.64,0.64,,15.8,7.7,2,6.26,9,32.6,95.7,35,593958,40.7,36.3,40.5,45.2,94.7,Low,R,Eduardo Rodriguez,ARI,osi_tier
4.28,5.33,1.6,0.64,,16.6,10.3,3.6,5.61,6,65.6,106.3,60.6,593958,54.1,63.8,61.9,65.4,95,Mid,R,Eduardo Rodriguez,ARI,osi_tier
2.08,3.28,0.42,0.64,,16.7,7.8,1.35,5.42,4,82.2,115.5,60.5,593958,71,84.6,74.9,66.7,91,High,R,Eduardo Rodriguez,ARI,abq_tier
2.49,4.27,1.02,0.64,,16.8,8.7,2.77,6.13,13,43.6,99.5,44.4,593958,41.6,45.1,48.1,56.3,95.5,Low,R,Eduardo Rodriguez,ARI,abq_tier
0,2.95,0,0.64,,20,12,0,6.67,1,60.1,102,49.5,593958,50.8,54.8,54,55.6,95,Mid,R,Eduardo Rodriguez,ARI,abq_tier
3.04,4.33,1.14,0.64,,17.4,8.2,3.15,5.92,8,69.3,110,57.9,593958,51.3,63.7,65.8,78.6,93.6,High,R,Eduardo Rodriguez,ARI,rcv_tier
1.73,3.95,0.74,0.64,,17.2,9.7,2.1,6.06,6,27.8,92.2,30.8,593958,38.3,38.4,37,34.5,96.2,Low,R,Eduardo Rodriguez,ARI,rcv_tier
1.48,3.39,0.37,0.64,,15.5,8.2,0.9,6.08,4,58.4,105.8,55,593958,58.8,59.9,57.8,54.7,93.5,Mid,R,Eduardo Rodriguez,ARI,rcv_tier
2.41,3.63,0.53,0.64,,17.7,9.9,2.1,5.61,6,76.4,114.3,62.5,593958,60.9,79.7,72.2,71.6,94.2,High,R,Eduardo Rodriguez,ARI,obr_tier
1.51,3.3,0.5,0.64,,15.5,5.8,1.8,6.71,8,30.9,97.2,34.2,593958,40.8,34.3,40.5,47.3,95.9,Low,R,Eduardo Rodriguez,ARI,obr_tier
3.92,6.34,2.18,0.64,,19.1,13.5,3.6,5.17,4,62.5,98.4,54.8,593958,45.7,56.7,55.7,61.7,92,Mid,R,Eduardo Rodriguez,ARI,obr_tier
2.25,3.99,0.83,0.64,,16.9,8.7,2.3,6,18,53.1,103.2,48.2,593958,48.6,54.4,54.4,58.6,94.4,R,R,Eduardo Rodriguez,ARI,hand
2.83,4.26,0.87,0.64,,19.3,12.2,3.15,5.17,8,52.7,101.8,47.2,593958,49.9,55.7,53,52.3,91.4,away,R,Eduardo Rodriguez,ARI,location
1.89,3.82,0.81,0.64,,15.2,6.2,1.62,6.67,10,53.4,104.3,49.1,593958,47.6,53.4,55.5,63.6,96.9,home,R,Eduardo Rodriguez,ARI,location
0,6.1,0,0.69,,0,25,1.8,1,1,100,120.6,62,593974,71.5,97.1,84.6,79.8,14,High,R,Wandy Peralta,SDP,osi_tier
0,1.1,0,0.69,,28.6,0,9,1,2,43.7,100.3,46.1,593974,44.9,43.6,47.5,53.9,12,Low,R,Wandy Peralta,SDP,osi_tier
0,1.1,0,0.69,,33.3,0,5.4,1,1,60.1,102,49.5,593974,50.8,54.8,54,55.6,11,Mid,R,Wandy Peralta,SDP,osi_tier
0,6.1,0,0.69,,0,25,1.8,1,1,100,120.6,62,593974,71.5,97.1,84.6,79.8,14,High,R,Wandy Peralta,SDP,abq_tier
0,1.1,0,0.69,,28.6,0,9,1,2,43.7,100.3,46.1,593974,44.9,43.6,47.5,53.9,12,Low,R,Wandy Peralta,SDP,abq_tier
0,1.1,0,0.69,,33.3,0,5.4,1,1,60.1,102,49.5,593974,50.8,54.8,54,55.6,11,Mid,R,Wandy Peralta,SDP,abq_tier
0,6.1,0,0.69,,0,25,1.8,1,1,100,120.6,62,593974,71.5,97.1,84.6,79.8,14,High,R,Wandy Peralta,SDP,rcv_tier
0,3.1,0,0.69,,0,0,7.2,1,1,42.7,100,39.8,593974,41.6,41.3,43.1,46.1,11,Low,R,Wandy Peralta,SDP,rcv_tier
0,0.1,0,0.69,,50,0,8.1,1,2,52.4,101.3,51,593974,49.5,50.3,53,58.6,12,Mid,R,Wandy Peralta,SDP,rcv_tier
0,6.1,0,0.69,,0,25,1.8,1,1,100,120.6,62,593974,71.5,97.1,84.6,79.8,14,High,R,Wandy Peralta,SDP,obr_tier
0,1.1,0,0.69,,28.6,0,9,1,2,43.7,100.3,46.1,593974,44.9,43.6,47.5,53.9,12,Low,R,Wandy Peralta,SDP,obr_tier
0,1.1,0,0.69,,33.3,0,5.4,1,1,60.1,102,49.5,593974,50.8,54.8,54,55.6,11,Mid,R,Wandy Peralta,SDP,obr_tier
0,2.35,0,0.69,,21.4,7.1,6.3,1,4,61.9,105.8,51,593974,53,59.8,58.4,60.8,12.2,R,R,Wandy Peralta,SDP,hand
0,3.43,0,0.69,,9.1,9.1,4.8,1,3,67.6,107.5,50.4,593974,54.6,64.4,60.6,60.5,12,away,R,Wandy Peralta,SDP,location
0,-0.9,0,0.69,,66.7,0,10.8,1,1,44.7,100.5,52.5,593974,48.2,45.9,52,61.6,13,home,R,Wandy Peralta,SDP,location
0.96,2.03,0.96,0.62,,40.8,5.6,1.2,6.22,3,81.4,114.4,62,594798,54.8,77.3,69.7,71.7,92,High,R,Jacob deGrom,TEX,osi_tier
4.09,4.32,1.8,0.62,,26.9,6.4,4.5,5.5,10,33,99.3,36.8,594798,39.2,31,38.9,47.8,89.2,Low,R,Jacob deGrom,TEX,osi_tier
4.09,2.69,1.23,0.62,,30,2.2,3.15,5.5,4,64.8,104.8,70,594798,41.9,64.1,59.3,66.3,89.2,Mid,R,Jacob deGrom,TEX,osi_tier
1.5,3.77,1.5,0.62,,37.5,12.5,1.8,6,1,100,120.6,62,594798,71.5,97.1,84.6,79.8,93,High,R,Jacob deGrom,TEX,abq_tier
4.17,3.96,1.74,0.62,,28.3,5.1,4.24,5.55,14,42.7,101.9,47.4,594798,38.8,41.2,45.5,55.1,89.1,Low,R,Jacob deGrom,TEX,abq_tier
0,0.35,0,0.62,,40,2.2,0,6,2,68,104.1,54.1,594798,54.4,62.3,57.3,53.7,92.5,Mid,R,Jacob deGrom,TEX,abq_tier
3.77,3.24,1.57,0.62,,32.8,4.3,3.24,5.73,5,73.4,110.9,71.6,594798,44.6,72.8,66.4,74.6,89.6,High,R,Jacob deGrom,TEX,rcv_tier
4.09,3.46,1.23,0.62,,25.8,5.6,4.5,5.5,4,24.5,93.2,31.2,594798,40,21.5,31.3,36.5,84.5,Low,R,Jacob deGrom,TEX,rcv_tier
3,3.68,1.6,0.62,,30.9,5.7,3.38,5.62,8,46.1,103.5,43.9,594798,42.6,43.6,47.3,55,92.4,Mid,R,Jacob deGrom,TEX,rcv_tier
3.03,2.65,1.26,0.62,,34.3,3.6,2.7,5.94,6,73.9,110.1,69.4,594798,46.9,72.3,65.4,70.8,90.3,High,R,Jacob deGrom,TEX,obr_tier
4.09,4.32,1.8,0.62,,26.9,6.4,4.5,5.5,10,33,99.3,36.8,594798,39.2,31,38.9,47.8,89.2,Low,R,Jacob deGrom,TEX,obr_tier
