ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
27,3.11,0,1.83,5.39,0,0,,0.67,1,,,,,,,,,,RHH,,Kyle Higashioka,,batter_hand
9,7.11,3.38,0.9,4.13,24.2,9.1,,1.33,6,44.1,100.9,40.4,453286,47.2,38,44.1,48.9,,RHH,R,Max Scherzer,TOR,batter_hand
0,9.11,0,1,9.11,0,100,,,1,,,,,,,,,,RHH,,Aaron Brooks,,batter_hand
3,2.94,0.75,0.48,2.94,30.3,7.9,,0.67,36,42.7,94.7,43.9,623211,42,42.3,42.7,43.7,,RHH,R,Huascar Brazoban,NYM,batter_hand
20.25,12.86,6.75,1.5,6.53,0,0,,0.44,3,,,,,,,,,,RHH,,James McCann,,batter_hand
4.74,4.58,1.42,0.79,4.53,19.3,8.4,,1.27,15,,,,,,,,,,RHH,,Albert Suarez,,batter_hand
9,3.11,0,0.8,4.63,0,0,,0.5,2,,,,,,,,,,RHH,,Austin Hedges,,batter_hand
5.68,6.9,2.84,0.97,4.47,14.3,3.6,,0.79,8,,,,,,,,,,RHH,,Carlos Carrasco,,batter_hand
9,3.11,0,0,3.11,0,0,,1,1,,,,,,,,,,RHH,,Orlando Arcia,,batter_hand
3.21,3.25,0.64,0.38,3.73,26,8,,0.56,25,,,,,,,,,,RHH,,Craig Kimbrel,,batter_hand
0,7.61,0,0.33,9.89,0,33.3,,0.67,1,,,,,,,,,,RHH,,Ildemaro Vargas,,batter_hand
3.14,4.4,0.94,0.66,4.5,17.5,11.1,,3.19,18,47.4,97.6,45.4,527048,45.2,44,47.4,52.9,,RHH,R,Martin Perez,ATL,batter_hand
27,42.11,27,2.5,9.94,0,0,,0.67,1,,,,,,,,,,RHH,,Carson Kelly,,batter_hand
18,3.11,0,1.17,6.75,9.7,6.5,,0.36,14,,,,,,,,,,RHH,,Luis Garcia,,batter_hand
0,3.11,0,0.4,3.11,0,0,,1.67,1,,,,,,,,,,RHH,,Ty Blach,,batter_hand
1.42,2.69,0.47,0.63,3.92,33.8,11.2,,0.53,36,,,,,,,,,,RHH,,Fernando Cruz,,batter_hand
0,3.11,0,0,7.67,0,0,,0.33,1,,,,,,,,,,RHH,,Carlos Estevez,,batter_hand
13.5,11.11,4.5,1.16,5.37,0,9.1,,0.5,4,,,,,,,,,,RHH,,Miguel Rojas,,batter_hand
0,0.11,0,0,2.39,50,0,,0.67,1,,,,,,,,,,RHH,,Yacksel Rios,,batter_hand
6.75,3.11,0,0.83,5.39,0,0,,1.33,1,30.6,80.9,28.7,434378,57.7,17.1,30.6,26.6,,RHH,R,Justin Verlander,DET,batter_hand
0,3.11,0,0,7.67,0,0,,1,1,,,,,,,,,,RHH,,Reese McGuire,,batter_hand
0.75,2.11,0,0.31,3.25,34.1,9.1,,0.6,20,,,,,,,,,,RHH,,Kirby Yates,,batter_hand
0,3.11,0,0,3.11,0,0,,0.33,1,,,,,,,,,,RHH,,Luis Torrens,,batter_hand
4.05,4.1,1.54,0.68,3.04,27.7,5.8,,2.75,17,46,100.3,46.6,543135,41.2,40.2,46,55.9,,RHH,R,Nathan Eovaldi,TEX,batter_hand
0,3.11,0,0,7.67,0,0,,0.67,1,,,,,,,,,,RHH,,Jorge Mateo,,batter_hand
5.74,5.51,1.69,0.9,5.09,15.2,8.2,,3.33,16,52.2,105.9,50.8,571578,47.9,47.6,52.2,60.5,,RHH,R,Patrick Corbin,TOR,batter_hand
18,19.11,9,1.4,10.67,0,20,,1,1,,,,,,,,,,RHH,,Alex Jackson,,batter_hand
5.73,5.87,2.39,0.81,4.31,14.3,3.9,,2.09,18,50.7,100.1,45.4,571945,48.3,52,50.7,51,,RHH,R,Miles Mikolas,WSN,batter_hand
0,6.11,0,0.33,6.11,0,0,,1,1,,,,,,,,,,RHH,,Sam Haggerty,,batter_hand
2.37,3.11,0.47,0.71,3.78,27.7,9.6,,0.58,33,,,,,,,,,,RHH,,Brooks Raley,,batter_hand
0,3.11,0,0,5.39,0,0,,0.67,1,,,,,,,,,,RHH,,Garrett Stubbs,,batter_hand
5.79,6.25,2.57,0.74,5.03,31.1,16.4,,0.52,27,,,,,,,,,,RHH,,Caleb Thielbar,,batter_hand
0,3.11,0,0,7.67,0,0,,0.33,1,,,,,,,,,,RHH,,P.J. Higgins,,batter_hand
1.45,2.63,0.48,0.66,3.56,28.4,9.9,,0.67,28,,,,,,,,,,RHH,,Aroldis Chapman,,batter_hand
0,1.61,0,0,1.61,25,0,,0.67,2,,,,,,,,,,RHH,,Danny Young,,batter_hand
2.51,2.52,0.84,0.56,2.35,29.2,3.3,,2.49,13,49.5,100.6,48.1,554430,46,45.2,49.5,56.8,,RHH,R,Zack Wheeler,PHI,batter_hand
0,3.11,0,0,3.11,0,0,,0.33,1,,,,,,,,,,RHH,,Zack Short,,batter_hand
2.54,3.24,0.89,0.64,3.52,27.3,6.8,,4.44,16,46,100,44.7,519242,46.8,40.9,46,51.3,,RHH,R,Chris Sale,ATL,batter_hand
0,3.11,0,0,3.11,0,0,,0.33,1,,,,,,,,,,RHH,,Jake Meyers,,batter_hand
2.65,3.38,1.45,0.64,3,30.3,5.3,,2.33,16,50.8,103.3,49,594798,43.9,48.5,50.8,58.3,,RHH,R,Jacob deGrom,TEX,batter_hand
0,3.11,0,1.33,7.67,0,0,,0.33,1,,,,,,,,,,RHH,,Jose Espada,,batter_hand
3.79,4.9,1.66,0.82,4.38,17.3,6.8,,2.53,15,51.7,104,45.5,518876,49.7,47.9,51.7,57.4,,RHH,R,Merrill Kelly,ARI,batter_hand
9,16.11,9,5,4.63,0,0,,,1,,,,,,,,,,RHH,,Cesar Salazar,,batter_hand
0,3.11,0,0.75,7.67,0,0,,0.5,2,,,,,,,,,,RHH,,Vince Velasquez,,batter_hand
9,1.11,0,1,1.11,20,0,,1,1,,,,,,,,,,RHH,,Kervin Castro,,batter_hand
6.75,6.36,2.25,1.07,5.77,15.8,10.5,,0.5,8,,,,,,,,,,RHH,,Tommy Kahnle,,batter_hand
0,3.11,0,0,3.11,0,0,,0.33,1,,,,,,,,,,RHH,,Easton McGee,,batter_hand
4.96,4.46,0.83,0.79,5.87,9.9,7.7,,3.63,9,50.6,100.2,45.4,500779,47.1,48.4,50.6,55.7,,RHH,R,Jose Quintana,COL,batter_hand
40.5,7.61,0,1.5,9.89,0,25,,0.67,1,,,,,,,,,,RHH,,Buddy Kennedy,,batter_hand
7.42,7.54,2.02,0.94,7.23,7.8,14.1,,0.56,24,,,,,,,,,,RHH,,Drew Pomeranz,,batter_hand
0,3.11,0,0,3.11,0,0,,1.33,1,,,,,,,,,,RHH,,Randy Dobnak,,batter_hand
3.74,5.45,1.69,0.71,5.29,18.9,11.9,,4.15,18,51.3,101.5,48.6,592662,47.5,49.7,51.3,55.9,,RHH,R,Robbie Ray,SFG,batter_hand
0,6.11,0,0.5,6.11,50,50,,0.33,1,,,,,,,,,,RHH,,Eddy Yean,,batter_hand
4.04,4.9,2.02,0.72,3.99,22.4,4.2,,2.74,13,52.5,103,46.6,592791,45,48.8,52.5,62,,RHH,R,Jameson Taillon,CHC,batter_hand
0,-2.89,0,0,-2.89,100,0,,0.33,1,,,,,,,,,,RHH,,Joe La Sorsa,,batter_hand
2,3.55,1,0.59,2.78,23.1,2.6,,0.6,15,,,,,,,,,,RHH,,Tyron Guerrero,,batter_hand
81,46.61,27,2.32,14.44,0,12.5,,0.22,3,,,,,,,,,,RHH,,Tyler Tolbert,,batter_hand
5.4,6.11,2.16,0.89,5.36,20,10,,1.67,5,42,95.9,43.4,592836,46.9,36.6,42,44.7,,RHH,R,Taijuan Walker,PHI,batter_hand
9,-0.89,0,1,0.63,50,0,,1,1,28.7,99.4,24.7,683155,37.6,31.8,28.7,18.9,,RHH,R,Joey Estes,ATH,batter_hand
7.04,5.85,2.35,1.05,4.64,12.1,0,,0.59,13,,,,,,,,,,RHH,,Chris Martin,,batter_hand
0,3.11,0,0.67,7.67,0,0,,0.67,1,,,,,,,,,,RHH,,Ben Peoples,,batter_hand
3.6,6.71,2.4,0.86,4.96,15.7,8.6,,0.44,34,,,,,,,,,,RHH,,Jason Adam,,batter_hand
9,16.11,9,3.5,4.63,0,0,,,1,,,,,,,,,,RHH,,Luisangel Acuna,,batter_hand
3.04,3.03,0,0.66,4.37,15.4,4.8,,1.97,12,45.4,100.1,48.1,605135,46.5,36.9,45.4,54.3,,RHH,R,Chris Bassitt,BAL,batter_hand
0,3.86,0,0.2,6.14,20,20,,0.67,2,,,,,,,,,,RHH,,Jeff Criswell,,batter_hand
4.5,5.54,1.8,0.69,5.29,15.9,6.7,,2.22,18,48.9,101.3,47.3,607067,48.9,44.9,48.9,53.4,,RHH,R,Colin Rea,CHC,batter_hand
9,3.11,0,1.17,6.15,0,0,,0.5,2,,,,,,,,,,RHH,,Christian Koss,,batter_hand
5.09,5.4,2.04,0.79,4.65,17.6,5.6,,2.21,16,48.4,103.7,41.2,607625,47.5,42.7,48.4,55.6,,RHH,R,Seth Lugo,KCR,batter_hand
0,2.11,0,0.9,2.11,33.3,0,,1,1,,,,,,,,,,RHH,,Eiberson Castellano,,batter_hand
2.4,3.44,0.6,0.54,3.79,25,12.5,,0.52,29,,,,,,,,,,RHH,,Blake Treinen,,batter_hand
0,12.11,0,1.67,16.67,0,33.3,,0.17,2,,,,,,,,,,RHH,,Javier Sanoja,,batter_hand
4.06,3.79,0.87,0.59,4.15,12.6,3.4,,1.94,16,52,102.1,55.2,605288,45,49.1,52,60.4,,RHH,R,Adrian Houser,SFG,batter_hand
54,51.11,27,2.67,21.22,0,33.3,,0.33,1,,,,,,,,,,RHH,,Winston Santos,,batter_hand
2.79,3.44,0.64,0.67,4.43,13.5,2.3,,2.62,16,47.3,100.2,48.9,607259,45.7,43.3,47.3,53,,RHH,R,Nick Martinez,TBR,batter_hand
0,6.11,0,0.65,9.15,0,0,,1,1,,,,,,,,,,RHH,,Adrian Del Castillo,,batter_hand
9,1.11,0,1,2.63,16.7,0,,0.33,3,,,,,,,,,,RHH,,Chris Devenski,,batter_hand
27,12.11,0,1.42,12.11,0,25,,0.17,2,,,,,,,,,,RHH,,Alek Jacob,,batter_hand
2.36,3.4,0.79,0.63,3.72,20.3,5.8,,2.15,16,44.8,99.7,49.1,543243,42.7,39.3,44.8,52.7,,RHH,R,Sonny Gray,BOS,batter_hand
0,3.11,0,0,3.11,0,0,,0.67,1,,,,,,,,,,RHH,,Cameron Weston,,batter_hand
0,0.11,0,1,4.67,20,0,,0.22,3,,,,,,,,,,RHH,,John Brebbia,,batter_hand
0,9.11,0,1,9.11,0,100,,,1,,,,,,,,,,RHH,,Jonathan Cannon,,batter_hand
2.79,2.9,0.93,0.56,2.34,33.3,8.3,,0.88,11,52.4,93.6,64.3,572143,61.8,45.9,52.4,53.2,,RHH,R,Burch Smith,DET,batter_hand
0,3.11,0,0,4.63,0,0,,1,1,,,,,,,,,,RHH,,Duncan Davitt,,batter_hand
18,8.78,3,1.28,6.97,19,19,,0.6,5,,,,,,,,,,RHH,,Michael Kelly,,batter_hand
6.1,4.76,1.74,0.78,3.27,18.8,6.2,,0.43,24,,,,,,,,,,RHH,,Andrew Kittredge,,batter_hand
6.57,5.79,1.46,0.83,5.4,16.7,11.7,,0.43,29,,,,,,,,,,RHH,,Shawn Armstrong,,batter_hand
17.18,15.38,7.36,1.47,8.47,11.1,14.8,,0.46,8,,,,,,,,,,RHH,,Joe Ross,,batter_hand
4.05,3.19,0.68,0.79,4.49,20.3,5.1,,1.67,8,44.8,100,42.1,543037,50.3,35.1,44.8,52.1,,RHH,R,Gerrit Cole,NYY,batter_hand
1.9,4.31,0.95,0.68,4.72,17,9.9,,4.2,18,53.5,103.2,48.2,593958,47.8,53.5,53.5,57.5,,RHH,R,Eduardo Rodriguez,ARI,batter_hand
4.91,4.75,0.82,0.53,5.36,11.9,11.9,,0.5,22,,,,,,,,,,RHH,,Danny Coulombe,,batter_hand
5.6,4.92,1.53,0.72,3.92,14.9,5.4,,0.52,34,,,,,,,,,,RHH,,Hoby Milner,,batter_hand
7,6.22,2.25,0.9,5.12,17.5,10,,2.4,15,52,102.2,52.8,571927,42.8,48.7,52,62.4,,RHH,R,Steven Matz,TBR,batter_hand
3.21,4.47,1.29,0.7,4.89,18.3,8.3,,0.56,25,,,,,,,,,,RHH,,Pierce Johnson,,batter_hand
7.98,5.56,1.84,1,5.8,16.7,9.7,,0.44,33,,,,,,,,,,RHH,,Taylor Rogers,,batter_hand
7.2,7.51,1.8,1.06,6.73,11.5,19.2,,0.71,7,,,,,,,,,,RHH,,Lucas Sims,,batter_hand
13.5,0.11,0,0.83,0.87,25,0,,2,1,47.8,100.5,52.5,605483,44.3,42.2,47.8,56.7,,RHH,R,Blake Snell,LAD,batter_hand
2.82,4.14,1.61,0.64,4.19,28.7,8,,0.54,41,84.6,120.6,62,595345,71.5,97.1,84.6,79.8,,RHH,R,Steven Okert,HOU,batter_hand
3,5.11,3,0.81,2.3,38.5,7.7,,1.5,2,,,,,,,,,,RHH,,Carl Edwards Jr.,,batter_hand
0.95,3.22,0.47,0.5,4.37,21.1,6.6,,0.68,28,30.6,80.9,28.7,596001,57.7,17.1,30.6,26.6,,RHH,R,Jakob Junis,TEX,batter_hand
1.21,3.02,0.4,0.48,3.8,23.6,9,,2.48,9,52,102.8,48.1,605280,46.3,45.4,52,63.6,,RHH,R,Clay Holmes,NYM,batter_hand
3.86,2.97,0.2,0.57,4.15,20.8,9.3,,4.43,10,47.8,103.6,42.5,608331,47.5,42.8,47.8,53.7,,RHH,R,Max Fried,NYY,batter_hand
9,10.11,9,1.71,-1.37,42.9,0,,1,1,43.1,100,39.8,621107,41.6,41.3,43.1,46.1,,RHH,R,Zach Eflin,BAL,batter_hand
7.71,8.95,3.86,0.96,6.06,16.7,10.7,,0.6,31,,,,,,,,,,RHH,,Matt Strahm,,batter_hand
4.11,4.15,1.76,0.58,4.28,27.6,5.2,,0.48,32,,,,,,,,,,RHH,,Paul Sewald,,batter_hand
10.12,7.99,3.38,1.23,6.53,0,0,,1.33,2,,,,,,,,,,RHH,,Tyler Heineman,,batter_hand
4.15,3.46,0,0.66,5.73,23.1,17.9,,0.67,13,,,,,,,,,,RHH,,Dietrich Enns,,batter_hand
3.16,2.98,0.57,0.66,3.51,20.3,6,,0.95,33,50.1,100.4,58.2,608718,43.4,47.1,50.1,58.1,,RHH,R,Brent Suter,LAA,batter_hand
4.17,4.26,1.09,0.74,4.31,16.9,7.2,,2.76,18,49.4,101.8,49.6,608379,44.4,44.4,49.4,58.7,,RHH,R,Michael Wacha,KCR,batter_hand
5.54,4.42,2.08,0.76,3.52,27.3,4.2,,2.17,18,51.9,104.1,46.3,592332,51.4,48.3,51.9,56.3,,RHH,R,Kevin Gausman,TOR,batter_hand
5.62,4.99,1.12,0.8,5.07,18.8,13,,2,8,53.8,105,45.1,621121,45.5,53.9,53.8,59.8,,RHH,R,Lance McCullers Jr.,HOU,batter_hand
0,0.97,0,0.12,2.14,50,12.5,,0.78,15,,,,,,,,,,RHH,,Josh Hader,,batter_hand
2.16,3.83,0.36,0.64,4.71,11.5,8.3,,0.68,37,57.4,105.8,51,593974,52,58.8,57.4,59.5,,RHH,R,Wandy Peralta,SDP,batter_hand
21,12.11,6,1.33,5.97,23.5,17.6,,0.3,10,,,,,,,,,,RHH,,Joel Payamps,,batter_hand
2.45,3.31,1.84,0.56,2.1,39.6,3.8,,2.1,7,42.8,99.3,41.7,607192,45,35,42.8,50.2,,RHH,R,Tyler Glasnow,LAD,batter_hand
27,15.11,0,1.25,19.67,25,25,,0.33,1,,,,,,,,,,RHH,,Yunior Marte,,batter_hand
6.05,4.87,0.93,0.8,5.88,19.3,9.1,,0.5,39,,,,,,,,,,RHH,,Anthony Banda,,batter_hand
5.4,3.71,0,0.92,4.62,36.4,27.3,,0.28,6,,,,,,,,,,RHH,,Edwin Diaz,,batter_hand
1.29,2.78,0,0.54,4.22,16.5,7.1,,0.75,28,43.1,100,39.8,621112,41.6,41.3,43.1,46.1,,RHH,R,Paul Blackburn,NYY,batter_hand
4.91,3.79,0,0.63,5.86,15.2,9.1,,0.46,16,,,,,,,,,,RHH,,Emilio Pagan,,batter_hand
6.29,3.81,0.81,0.78,4.38,16.6,6,,2.33,19,49.3,100.6,45.4,547179,45.7,45.4,49.3,56.3,,RHH,R,Michael Lorenzen,COL,batter_hand
2.89,2.57,0,0.64,3.71,18.9,8.1,,0.55,17,,,,,,,,,,RHH,,Joe Mantiply,,batter_hand
4.96,5.56,1.1,0.74,5.18,18.4,17.1,,0.47,35,,,,,,,,,,RHH,,Sam Moll,,batter_hand
5.5,6.83,2,0.81,5.8,18.1,12,,0.53,34,,,,,,,,,,RHH,,Scott Barlow,,batter_hand
2.05,3.93,0.41,0.72,4.92,21.3,16,,0.61,36,,,,,,,,,,RHH,,Kyle Finnegan,,batter_hand
3.07,4.27,1.23,0.7,4.57,15,5,,2.1,7,44.7,100.3,40.7,608566,40.7,37.3,44.7,55.9,,RHH,R,German Marquez,SDP,batter_hand
4.5,3.38,1.23,0.68,3.27,27.6,5.7,,0.67,33,50.6,98,46.9,641835,45.4,42.8,50.6,63.4,,RHH,R,Tim Mayza,PHI,batter_hand
9,2.11,0,0.45,4.13,25,8.3,,0.75,4,,,,,,,,,,RHH,,Lou Trivino III,,batter_hand
7.2,6.11,1.8,1,7.15,7.4,7.4,,1.67,3,,,,,,,,,,RHH,,Austin Voth,,batter_hand
5.81,4.97,2.05,0.87,3.45,30.8,10.8,,0.82,32,40,99.7,39.3,623454,43.4,29.6,40,49.5,,RHH,R,Drew Anderson,DET,batter_hand
8.74,7.87,2.38,1.05,6.04,10.3,13.8,,0.52,22,,,,,,,,,,RHH,,Justin Topa,,batter_hand
27,21.11,0,1.58,25.67,0,33.3,,0.11,3,,,,,,,,,,RHH,,Adam Frazier,,batter_hand
11.2,7.28,3.29,1.21,5.08,18.6,8.6,,0.46,30,46.8,93.2,44.7,642121,49.5,39.1,46.8,53.8,,RHH,R,Cole Sulser,TBR,batter_hand
5.11,3.8,1.46,0.84,3.6,25.2,5.4,,3.52,7,41.9,92.1,48.5,571510,40.5,34.9,41.9,50.8,,RHH,R,Matthew Boyd,CHC,batter_hand
2.25,1.49,0,0.4,3.57,35.5,9.7,,2,4,46.6,104.8,41.9,601713,40.1,40,46.6,58.9,,RHH,R,Nick Pivetta,SDP,batter_hand
6.6,5.98,1.8,0.7,5.2,19.4,14.9,,2.14,7,46.5,98.7,41.5,608337,39.5,42.2,46.5,56.3,,RHH,R,Lucas Giolito,SDP,batter_hand
3.13,3.24,0.39,0.68,4.13,17.9,7.4,,0.88,26,,,,,,,,,,RHH,,Antonio Senzatela,,batter_hand
6.75,11.36,6.75,1.29,3.89,14.3,0,,0.33,4,,,,,,,,,,RHH,,Hunter Harvey,,batter_hand
1.29,2.87,0,0.51,4.1,12.2,6.1,,0.57,37,,,,,,,,,,RHH,,Tyler Rogers,,batter_hand
8.56,3.99,1.32,0.74,3.75,18.9,3.8,,0.44,31,,,,,,,,,,RHH,,Mark Leiter Jr.,,batter_hand
4.33,2.52,0.51,0.65,3.16,25.8,5.8,,2.21,16,47.2,100.5,49.3,622491,42.7,38.3,47.2,60.5,,RHH,R,Luis Castillo,SEA,batter_hand
4.5,4.67,1.69,0.75,3.94,23.5,5.9,,0.57,28,,,,,,,,,,RHH,,Brad Keller,,batter_hand
3.95,2.31,0.66,0.75,2.24,32.8,9.4,,0.46,30,,,,,,,,,,RHH,,Devin Williams,,batter_hand
4.28,4.46,1.35,0.66,4.71,18.2,6.1,,2.22,18,50.1,98.3,48.7,641793,48.2,47.2,50.1,54.7,,RHH,R,Zack Littell,WSN,batter_hand
6.12,5.08,1.27,0.88,5.39,18,9.5,,2.25,19,45.3,99.9,51.9,640455,47.3,39.1,45.3,51.1,,RHH,R,Sean Manaea,NYM,batter_hand
3.41,4.77,1.55,0.74,3.94,23.5,10.9,,2.42,12,48.3,100.7,54,622663,42.1,43.1,48.3,58.6,,RHH,R,Luis Severino,ATH,batter_hand
4.58,4.81,1.53,0.78,4.32,25,13.1,,0.5,35,,,,,,,,,,RHH,,Ryne Stanek,,batter_hand
2.45,4.88,2.45,0.67,4.24,27.6,3.4,,0.61,12,,,,,,,,,,RHH,,Cam Booser,,batter_hand
9,2.11,0,0.9,3.25,23.8,9.5,,0.4,10,,,,,,,,,,RHH,,Jordan Romano,,batter_hand
3.86,3.97,0,1.06,5.92,15.4,15.4,,2.33,1,,,,,,,,,,RHH,,Brandon Leibrandt,,batter_hand
2.34,2.97,0.26,0.55,3.99,27.5,13.4,,3.85,9,43.6,97.5,41.5,607074,47.6,36.5,43.6,48.7,,RHH,R,Carlos Rodon,NYY,batter_hand
5.58,3.88,1.79,0.81,2.99,24.4,1.8,,2.24,18,51.6,100.9,52.3,605400,46.5,50.9,51.6,55.9,,RHH,R,Aaron Nola,PHI,batter_hand
3.32,2.69,0.83,0.55,3.39,26.5,2.4,,2.41,9,46.8,97,44,605540,52.7,42.8,46.8,47.3,,RHH,R,Brandon Woodruff,MIL,batter_hand
1.08,2.51,0.54,0.48,3.37,28.4,6,,0.67,25,,,,,,,,,,RHH,,Tejay Antone,,batter_hand
7.99,5.56,2.26,0.97,4.43,18.8,6,,3.98,15,45.7,100,44.8,607536,45.8,40.9,45.7,51.2,,RHH,R,Kyle Freeland,COL,batter_hand
13.5,10.61,4.91,1.09,6.42,16.2,10.8,,0.46,16,,,,,,,,,,RHH,,Aaron Bummer,,batter_hand
6.94,6.62,2.31,1.08,5.75,9.1,7.3,,0.61,19,,,,,,,,,,RHH,,Ryan Borucki,,batter_hand
7.06,5.84,1.84,0.93,4.68,17.9,12.4,,2.1,14,45.9,97.5,41.5,641816,47.5,41.6,45.9,49.7,,RHH,R,Tyler Mahle,SFG,batter_hand
2.88,3.83,1.44,0.67,3.82,20.4,1,,1.25,20,45.9,96.4,44.8,625643,47.3,37.8,45.9,54.2,,RHH,R,Reynaldo Lopez,ATL,batter_hand
3.11,4.63,1.62,0.69,3.89,21.4,6.7,,4.02,18,52.6,101.4,53.4,656492,47.2,50.4,52.6,59,,RHH,R,Foster Griffin,WSN,batter_hand
6.43,3.78,0.86,0.66,4.35,19.8,6.6,,0.95,22,,,,,,,,,,RHH,,Ryan Yarbrough,,batter_hand
1.84,4.61,1.23,0.77,4.18,30.8,15.4,,0.49,30,,,,,,,,,,RHH,,Bryan Abreu,,batter_hand
0.93,2.39,0,0.58,3.72,20,5,,0.55,35,,,,,,,,,,RHH,,Ryan Thompson,,batter_hand
12.46,2.65,0,0.95,4.05,4.8,0,,1.08,4,,,,,,,,,,RHH,,Jose Trevino,,batter_hand
0,1.91,0,0.41,3.12,17.6,0,,0.71,7,,,,,,,,,,RHH,,Brock Stewart,,batter_hand
7.71,7.22,2.31,0.95,5.18,10.7,8.9,,0.35,33,,,,,,,,,,RHH,,Tim Hill,,batter_hand
1.02,4.13,0.51,0.75,4.85,14.3,9.1,,0.46,38,41.1,98.6,49.3,657514,36.9,33.5,41.1,52.8,,RHH,R,Brennan Bernardino,COL,batter_hand
0.95,1.79,0,0.28,3.47,29.4,5.9,,0.58,33,,,,,,,,,,RHH,,Luke Weaver,,batter_hand
2.67,2.42,0.3,0.55,2.99,27.4,6.8,,0.95,32,42.8,99.5,38.9,656794,40.4,31.8,42.8,57.1,,RHH,R,Sean Newcomb,CHW,batter_hand
4.19,5.06,1.57,0.73,4.69,18.8,9.4,,2.02,17,42.5,95.5,45.8,656550,44.1,36.9,42.5,47.8,,RHH,R,Grant Holmes,ATL,batter_hand
5.82,2.99,0.53,0.81,4.82,22.2,8.6,,0.65,26,63,110.3,58.9,621383,68.4,69.6,63,51.5,,RHH,R,Tanner Banks,PHI,batter_hand
2.38,-0.15,0,0.61,0.78,41.7,2.1,,0.47,24,,,,,,,,,,RHH,,Raisel Iglesias,,batter_hand
3.18,4.79,0.79,0.78,6.18,17.3,9.6,,0.49,23,,,,,,,,,,RHH,,Gabe Speier,,batter_hand
3.52,4.28,1.17,0.62,4.47,16.1,6.5,,0.57,27,,,,,,,,,,RHH,,Jalen Beeks,,batter_hand
2.78,2.49,0.26,0.57,3.54,24.3,8,,4,17,45.2,99.9,48.9,624133,42.1,39.6,45.2,53.8,,RHH,R,Ranger Suarez,BOS,batter_hand
4.81,4.77,1.06,0.74,4.86,14.4,8.5,,4.26,18,46.3,99,47.2,664285,42.7,42.7,46.3,53,,RHH,R,Framber Valdez,DET,batter_hand
4.6,6.75,2.3,0.99,5.76,11.1,8.3,,0.49,32,,,,,,,,,,RHH,,Matt Gage,,batter_hand
5.97,6.99,2.87,0.86,5.02,15.8,7.3,,2.09,18,48.8,101.3,48.3,607200,45.2,42,48.8,59.1,,RHH,R,Erick Fedde,CHW,batter_hand
4.5,3.67,1.69,0.89,2.94,35.1,5.2,,0.43,37,,,,,,,,,,RHH,,Jeff Hoffman,,batter_hand
12.96,7.31,3.24,1.2,4.82,23.9,13,,0.69,12,,,,,,,,,,RHH,,Jonathan Hernandez,,batter_hand
5.35,3.17,1.02,0.74,3.41,31.2,7.6,,2.08,17,42.6,97.6,41.7,656427,45.4,37.3,42.6,46.8,,RHH,R,Jack Flaherty,DET,batter_hand
0,1.61,0,0,2.75,25,0,,0.44,3,,,,,,,,,,RHH,,Daniel Duarte,,batter_hand
2.13,1.06,0,0.74,2.86,33.3,3.5,,0.58,22,45.9,90.5,68.3,623474,40,41.5,45.9,55.2,,RHH,R,Jimmy Herget,COL,batter_hand
4.56,4.34,1.14,0.7,4.8,17.5,8.2,,0.85,28,,,,,,,,,,RHH,,JT Brubaker,,batter_hand
2.59,3.32,1.48,0.55,2.93,31.5,2.2,,0.66,37,,,,,,,,,,RHH,,Tanner Scott,,batter_hand
2.54,3.57,0.46,0.57,4.31,19.4,10,,2.17,18,49.7,100.1,46.7,656605,49.4,46.9,49.7,53.3,,RHH,R,Mitch Keller,PIT,batter_hand
15.88,12.64,4.76,1.31,7.9,9.7,19.4,,1.42,4,36,99.1,27.8,664299,34.8,28.9,36,45.1,,RHH,R,Cristian Javier,HOU,batter_hand
1.45,3.65,0.48,0.3,4.9,14.1,7.8,,0.52,36,,,,,,,,,,RHH,,Taylor Clarke,,batter_hand
0,4.91,0,0.66,6.73,0,12.5,,0.83,2,,,,,,,,,,RHH,,Myles Straw,,batter_hand
7.41,6.87,2.65,0.99,4.66,26.1,13.6,,0.53,32,,,,,,,,,,RHH,,Justin Lawrence,,batter_hand
5.54,6.28,2.56,0.87,4.84,19.9,8.7,,3.52,18,49.1,102.3,48.4,605488,46.3,45.1,49.1,55.9,,RHH,R,Jeffrey Springs,ATH,batter_hand
0,1.61,0,0.6,5.03,20,0,,0.67,2,,,,,,,,,,RHH,,Jose Cuas,,batter_hand
2.79,1.14,0,0.58,2.79,35.4,7.6,,0.54,36,,,,,,,,,,RHH,,Trevor Megill,,batter_hand
3.43,3.11,0.43,0.66,4.01,22.2,8.9,,0.55,38,37.9,99.9,36.2,641302,44.3,31.6,37.9,40.4,,RHH,R,Tyler Alexander,TEX,batter_hand
5.59,2.7,0.93,0.77,3.08,34.1,7.1,,0.54,36,,,,,,,,,,RHH,,Jose Alvarado,,batter_hand
4.67,4.96,1.04,0.7,5.3,15.8,11.8,,0.5,35,,,,,,,,,,RHH,,Dennis Santana,,batter_hand
0,-2.89,0,0.75,-1.37,75,0,,0.33,3,,,,,,,,,,RHH,,Tayler Saucedo,,batter_hand
